ICO,Token,Softcap,Hardcap,Start,End,Quarterstart,Duration of offering,Country,Category,ERC20,Rating,Number of experts,Bonus,Policy,Number of team members,Distributed in ICO,US restriction,Restricted countries,Accepted fiat,Major cryptocurrencies,Presale,Amount raised
betrium,BTRM,4276000,106900000,2/28/2018,5/14/2018,2018q1,75,Russia,"Platform,Cryptocurrency,Entertainment,Casino&Gambling,Sports",1,3.2,8,0,0,12,,,,0,1,1,1482000
globalcarservice,FTI,,11507750,6/25/2018,9/8/2018,2018q2,75,Belarus,"Businessservices,Cryptocurrency,Platform",1,2.9,0,0,0,5,,0, None,0,1,0,103801
spade-coin,SPDC,1476700,2399637.5,9/1/2018,11/15/2018,2018q3,75,United Arab Emirates,"Cryptocurrency,Platform",0,2.8,0,1,whitelist,7,0.78,1, USA,0,1,1,2933000
c3c-network,C3C,1000000,15000000,8/16/2018,10/30/2018,2018q3,75,,Media,1,2.7,0,0,0,9,,,,0,1,1,1784675
fameone,FAME,3000000,41250000,10/1/2018,12/15/2018,2018q4,75,Switzerland,"Internet,Platform",1,2.4,0,0,kyc&whitelist,8,0.55,1, USA,0,1,0,19550
awax,AWAX,15000000,200000000,1/15/2019,3/31/2019,2019q1,75,UK,"Platform,Investment,Cryptocurrency,Businessservices,Banking",1,3.8,0,1,kyc&whitelist,,0.6,,,0,1,1,165886
p2p-global-network,P2P,500000,2000000,12/16/2018,2/28/2019,2018q4,74,USA,Platform,1,4,2,0,0,10,0.4,,,0,1,0,600000
iprotocol-network,IPN,,40000000,5/16/2019,7/29/2019,2019q2,74,Ireland,"BigData,Platform",1,2.8,0,1,kyc,5,0.4,0," Afghanistan, Bosnia and Herzegovina, Cayman Islands, Democratic People's Republic of Korea (DPRK), Ethiopia, Iran, Iraq, Pakistan, Sri Lanka, Syria, Trinidad and Tobago, Tunisia, Uganda, the United States, Yemen",0,1,0,1011686
vinchain,VIN,3421407,24105367.5,2/1/2018,4/15/2018,2018q1,73,USA,"Businessservices,BigData,Cryptocurrency,Infrastructure,Internet,Other,Platform,SmartContract,Software",1,4,37,1,kyc,19,0.6,,,0,1,0,6197044
eharvesthub-1,EHH,2000000,15810000,7/4/2018,9/15/2018,2018q3,73,USA,"BigData,Infrastructure,Retail,Software",1,4.2,8,1,kyc&whitelist,8,0.6011,,,0,1,0,8189096
hpq,HPQ,1650000,14000000,6/19/2018,8/31/2018,2018q2,73,Vietnam,Manufacturing,1,3.1,2,1,0,8,0.14,,,0,1,0,1636776
cajutel-sarl,CAJUTEL,12000000,30000000,9/18/2017,11/30/2017,2017q3,73,Guinea-Bissau,"Energy,Internet,Infrastructure,Electronics",1,2.6,0,1,0,4,0.4,,,0,1,1,152598
p2pay,P2pay,1000000,8000000,1/31/2018,4/14/2018,2018q1,73,Pakistan,Banking,0,2.3,0,1,kyc,9,0.67,1," USA, Canada, Singapore",0,1,0,50500
inlock,ILK,15000000,27500000,9/15/2018,11/26/2018,2018q3,72,Estonia,"Banking,Businessservices,Platform",1,4.4,4,1,kyc&whitelist,13,0.75,1," USA, Bolivia, Ecuador, Pakistan, Iran, Algeria, Morocco, Peopleâ€™s Republic of China, North-Korea, Libya, Cuba",0,1,0,3000000
pool-of-stake,PSK,2321600,9286400,7/20/2018,9/30/2018,2018q3,72,Switzerland,"Investment,SmartContract",1,4.4,11,1,kyc,9,0.761,1," USA, China, Canada, Israel, South Korea, Vietnam",0,1,1,2320000
sportsfix,SFT,2000000,14000000,10/9/2018,12/20/2018,2018q4,72,Singapore,"Entertainment,Media,Sports",0,3.7,5,1,kyc&whitelist,12,0.4,,,0,1,0,2000000
cryptyk,CTK Token,3000000,25000000,11/28/2018,2/8/2019,2018q4,72,USA,"BigData,Platform",1,3.6,5,1,kyc,18,0.33,1," USA, Brazil, China, Canada",0,1,1,11300000
crowdwiz,WIZ,5000000,10000000,11/20/2017,1/31/2018,2017q4,72,Bulgaria,Investment,1,3.4,15,0,0,16,,,,0,1,0,7234387
kryll-io,KRL,,29000000,2/7/2018,4/20/2018,2018q1,72,France,Platform,1,3,2,1,kyc,8,0.65,,,0,1,0,3800000
gcbib,GXB,50000000,200000000,11/20/2018,1/31/2019,2018q4,72,United Arab Emirates,"Banking,BigData,Businessservices,Cryptocurrency,Infrastructure,Platform,Realestate",1,3.2,1,0,0,37,0.43,,,0,0,0,142686051
ejacoin,EJAC,500000,15000000,7/6/2018,9/16/2018,2018q3,72,Bulgaria,Cryptocurrency,0,2.4,1,0,kyc,9,0.6,1, USA,0,1,0,500
conn3x,C3X,5000000,50000000,3/4/2018,5/15/2018,2018q1,72,,ArtificialIntelligence,0,2.3,0,0,0,,,,,0,0,0,8765000
hashgains,HGS,7000000,30000000,2/17/2018,4/30/2018,2018q1,72,India,Investment,0,2.2,0,0,kyc,6,0.5,,,0,0,1,9100000
dice-money,CET,,,5/11/2018,7/22/2018,2018q2,72,UK,"Investment,Cryptocurrency,Platform",1,4.2,15,0,kyc,11,0.55,,,0,1,1,1465856
elad,ELAD,55000,15000000,10/10/2019,12/20/2019,2019q4,71,UK,"Platform,Investment,Internet,Cryptocurrency,ArtificialIntelligence,Realestate,SmartContract,Software",1,3.8,0,1,0,12,0.7,0," North, South Korea",1,1,1,502563
crowdholding,YUP,,1000000,11/1/2017,1/11/2018,2017q4,71,UK,"Platform,Cryptocurrency,Investment,Communication,Internet",1,3.3,16,1,0,15,,,,0,1,0,2000000
ukit,UKT,2500000,10000000,2/19/2018,5/1/2018,2018q1,71,Russia,"Businessservices,BigData,ArtificialIntelligence,Internet",1,3.4,0,0,kyc,20,0.55,0, None,0,1,1,2500000
utrum,OOT,1000000,5000000,4/24/2018,7/4/2018,2018q2,71,India,"ArtificialIntelligence,Cryptocurrency",0,3.2,0,1,whitelist,8,0.23,0, None,0,1,0,1000000
gron-digital,GRO,5000000,15000000,2/27/2018,5/9/2018,2018q1,71,South Africa,"Casino&Gambling,Entertainment",0,3.6,8,1,0,18,0.6,1," China, Singapore, USA",0,1,0,12600000
rega,RST,3366000,3366000,10/15/2017,12/25/2017,2017q4,71,Russia,"Platform,Banking",1,3.5,8,1,0,6,0.5,,,0,1,0,2000000
assetereum,ASET,10000000,150000000,3/1/2018,5/11/2018,2018q1,71,UK,"Realestate,Energy,Cryptocurrency",1,2.7,0,0,kyc&whitelist,10,0.5,,,0,1,0,4191365
carvdb,CAR,2235143.68,9827343.68,4/1/2018,6/11/2018,2018q2,71,Bulgaria,"Businessservices,Platform,Software",1,1.8,1,1,whitelist,,0.5,1," New York State, US Virgin Islands, Puerto Rico, China, Singapore",0,1,1,22920000
robo-advisor-coin,RAC,1847160,61572000,4/20/2018,6/30/2018,2018q2,71,UK,"Cryptocurrency,Software",1,2.7,2,0,0,19,,,,0,1,0,1956675
hihealth,HiH,2272050,5890500,8/1/2018,10/10/2018,2018q3,70,Switzerland,"BigData,Health,Platform,SmartContract",1,3.1,13,1,kyc,12,0.6,1," USA, China, Cuba, Iran, North Korea, Syria, Crimea",0,1,1,180000
gilgamesh-platform,GIL,1614900,16149000,1/15/2018,3/26/2018,2018q1,70,USA,"Platform,Cryptocurrency,Software,Internet,Media,SmartContract,Communication,Education",1,4.2,44,1,kyc,4,0.25,,,0,1,0,246494
2100news-ico,NWS,6000000,10000000,3/14/2018,5/23/2018,2018q1,70,Slovenia,"Communication,Cryptocurrency,Entertainment,Internet,Media,Platform,SmartContract",1,3.2,0,1,kyc,15,0.5,1," USA, Canada, South Korea, Singapore, China",0,1,0,632900
4new,FRNC,,,6/1/2018,8/10/2018,2018q2,70,UK,,1,3.7,7,1,0,7,0.75,,,0,1,0,42100000
cartel,CRTL,500000,7900000,3/1/2018,5/10/2018,2018q1,70,Singapore,"Retail,SmartContract",1,2.6,0,1,whitelist,13,0.7,,,0,1,0,128110
ignis,IGNIS,,525000000,8/5/2017,10/14/2017,2017q3,70,Netherlands,Other,0,2.5,1,0,0,4,,,,0,0,0,21600000
sahara-chain,SAND,456015,20064660,10/20/2017,12/29/2017,2017q4,70,United Arab Emirates,"Cryptocurrency,Platform,Software",1,2.2,0,1,0,2,0.34,,,0,1,1,4951
tanzo,TZO,3500000,15000000,11/1/2018,1/10/2019,2018q4,70,Bulgaria,"Art,ArtificialIntelligence,Cryptocurrency,Platform,Retail",1,4.2,10,1,kyc,10,0.68,,,0,1,1,750
agrotechfarm,ATF,721360,18034000,7/23/2018,9/30/2018,2018q3,69,Cyprus,"Manufacturing,Investment,Health,Cryptocurrency,Businessservices,Other",1,3.4,15,1,whitelist,12,0.65,,,0,1,1,581050
coinlion,LION,900000,18000000,12/18/2017,2/25/2018,2017q4,69,USA,"Platform,Cryptocurrency,Software,Investment,Banking",1,3.2,11,0,0,16,0.5,,,0,1,0,7000000
omnitude,ECOM,10000000,15700000,3/28/2018,6/4/2018,2018q1,68,UK,"Internet,Infrastructure,Communication,Businessservices,Platform,SmartContract,Software",1,4.3,27,0,kyc,9,0.55,,,0,1,1,8000000
kickcity,KCY,,12500000,3/1/2018,5/8/2018,2018q1,68,USA,Entertainment,0,3.4,21,1,kyc&whitelist,9,0.64,0, None,0,1,0,1000000
bittwatt,BWT,25300000,30400000,4/1/2018,6/8/2018,2018q2,68,Singapore,"Businessservices,Cryptocurrency,Energy,Infrastructure,Investment,Platform,SmartContract,Software",1,3,0,1,kyc&whitelist,8,0.75,,,0,1,0,20000000
chaintrade,CTT,,50000000,10/9/2017,12/16/2017,2017q4,68,Singapore,Platform,1,2.8,0,0,0,10,0,,,0,1,0,31808389
ecobit,ECOB,,,4/9/2017,6/15/2017,2017q2,67,Malaysia,Other,0,2,0,0,0,,,,,0,0,0,4500000
v-id,VIDT,1000000,8000000,10/15/2018,12/20/2018,2018q4,66,Netherlands,"Businessservices,Platform",1,4.5,5,1,kyc&whitelist,6,0.5,1," USA, Canada, China, North Korea, Venezuela, Cayman, Somalia",1,1,1,3400000
watermelonblock,WMB,3500000,8000000,7/27/2018,10/1/2018,2018q3,66,Singapore,"ArtificialIntelligence,BigData",1,4,9,0,kyc&whitelist,18,0.6,1," China, USA",0,1,1,3500000
imigize,IMGZ,1000000,60000000,5/5/2019,7/10/2019,2019q2,66,Hong Kong,"ArtificialIntelligence,Platform,Retail",1,3.9,7,1,kyc&whitelist,10,0.58,1, USA,0,1,1,3000000
resto,RESTO,2822125,11288500,10/10/2018,12/15/2018,2018q4,66,UK,"Platform,Cryptocurrency,Businessservices,BigData,Software",1,4.3,4,1,kyc,6,0.46,1," USA, China",0,1,0,2136000
ice-rock-mining,ROCK2,,4310000,3/20/2018,5/25/2018,2018q1,66,Ireland,Other,1,2.9,0,0,0,14,,,,0,1,0,311496
srg,SRG,,,11/10/2017,1/15/2018,2017q4,66,Russia,"Entertainment,Platform,Cryptocurrency",1,3.3,12,1,0,8,0.6,1, USA,0,1,0,3164290
data-trading,DTT,5000000,26000000,12/18/2017,2/22/2018,2017q4,66,Ukraine,"Investment,Businessservices",0,2.7,0,1,0,10,,,,0,1,1,5793604
peerbanks,IRA,,,7/18/2017,9/22/2017,2017q3,66,USA,Investment,0,2.7,0,0,0,4,,,,0,0,0,42590100
elpis,ELP,1000000,10000000,8/6/2018,10/11/2018,2018q3,66,Switzerland,"BigData,Banking,ArtificialIntelligence,Cryptocurrency,Investment,Platform,Software",1,2.4,1,0,kyc&whitelist,9,0.78,1," USA, China",0,1,1,1300000
open-platform,OPEN,,30000000,2/10/2018,4/17/2018,2018q1,66,Canada,Platform,1,3.1,6,0,0,16,0.5,,,0,1,0,18000000
datareum,DTN,500000,18000000,6/2/2018,8/6/2018,2018q2,65,UK,,1,4.4,12,1,kyc&whitelist,9,0.6,1, USA,0,1,0,5144571
chelle-coin,CHL,10000000,76500000,11/3/2018,1/7/2019,2018q4,65,Canada,"Investment,Platform,Realestate,SmartContract,Cryptocurrency",1,4.4,4,0,kyc,9,0.6,,,0,1,0,20048563
otppay,OTP,475675,27113475,4/4/2018,6/8/2018,2018q2,65,India,"ArtificialIntelligence,Banking,BigData,Businessservices,Cryptocurrency,Internet,SmartContract",1,4.2,27,1,kyc,7,0.6,,,0,1,1,1344700
ewaiter,WTR,200000,400000,12/26/2017,3/1/2018,2017q4,65,Russia,"Entertainment,Cryptocurrency,Businessservices",1,3.3,9,0,0,12,1,1, USA,0,1,0,400000
volair,VOL,,28530000,9/26/2018,11/30/2018,2018q3,65,Switzerland,Tourism,1,3.2,0,1,kyc&whitelist,5,0.45,1," Japan, USA",0,1,1,30
kastle,AKT,,10000000,7/15/2018,9/18/2018,2018q3,65,USA,Platform,1,2.6,0,1,kyc,4,0.5,1," USA, China, Korea, Syria",0,1,0,2400000
yutu-co-in,YTC,1000000,10000000,8/9/2018,10/13/2018,2018q3,65,USA,"Entertainment,Media",1,2.3,0,0,0,8,0.8,,,0,0,0,3200000
xchangerate,XRR,740580,6665220,4/6/2018,6/9/2018,2018q2,64,Seychelles,"SmartContract,Platform,Cryptocurrency,ArtificialIntelligence,Software",1,4.3,3,1,0,18,0.8,1," USA, China, Singapore",0,1,1,10629000
akaiito,AIC,863537.5,17270750,3/13/2018,5/16/2018,2018q1,64,Estonia,"Retail,Realestate,Platform,Internet,Cryptocurrency,Tourism",1,3.5,6,1,0,20,0.75,,,0,1,1,900000
masscryp,MASS,2500000,13000000,11/28/2017,1/31/2018,2017q4,64,United Arab Emirates,"Businessservices,Cryptocurrency,Media",0,2.4,0,0,kyc,6,,,,0,0,0,1538000
tempow,TEMP,1000000,30000000,9/1/2018,11/4/2018,2018q3,64,Singapore,"Businessservices,Communication,Cryptocurrency,Internet,Investment,Platform,SmartContract,Software",1,2.4,0,1,kyc,13,0.55,1, USA,1,1,1,1250000
aisi-coin,AISI,,13700000,5/30/2018,8/1/2018,2018q2,63,Georgia,"Cryptocurrency,Businessservices,Investment,Platform",0,4,0,0,kyc,11,0.88,1," USA, China, South Korea, Bosnia and Herzegovina, Ethiopia, Iran, Iraq, North Korea, Serbia, Sudan, Syria, Sri Lanka, Trinidad, Tobago, Tunisia, Vanuatu, Yemen",1,1,1,5000000
dipchain,DIPC,1327980,7525220,7/19/2019,9/20/2019,2019q3,63,Singapore,Art,1,4,0,0,kyc&whitelist,7,0.35,1," USA, China",0,1,1,8500000
enkronos,ENK,524950,83992000,9/18/2018,11/20/2018,2018q3,63,Slovenia,"ArtificialIntelligence,BigData,Businessservices,Platform",1,3,21,1,whitelist,12,0.51,0, None,0,1,0,16000000
tokeneo,TEO,3000000,10000000,10/8/2018,12/10/2018,2018q4,63,Poland,Investment,1,4.2,6,1,whitelist,11,0.8,1, USA,0,1,0,505723
cool-cousin,CUZ,1667560,7295575,4/3/2018,6/5/2018,2018q2,63,Israel,Tourism,1,4,8,0,kyc&whitelist,17,0.33,0," Israel, China, Singapore",0,1,0,9743582
free-market-token,FMT,,12000000,7/5/2018,9/6/2018,2018q3,63,Australia,"Infrastructure,Retail,SmartContract",0,4.2,2,0,kyc&whitelist,10,0.546,,,0,1,1,15000000
modultrade,MTRC,3381235,20287410,11/28/2017,1/30/2018,2017q4,63,UK,"Platform,Businessservices,Retail",1,4.1,22,1,0,11,,1," USA, Canada, China, Vietnam, Iran",1,1,1,12200055
parkgene,GENE,,350000000,1/15/2018,3/19/2018,2018q1,63,Singapore,"Businessservices,Infrastructure,Realestate,Software",1,3.3,3,0,kyc,5,0.35,0, NO,0,1,0,24335000
health-monitor,HLC,,,11/29/2017,1/31/2018,2017q4,63,Czech Republic,"Investment,Health",1,2.2,1,0,0,8,0.7,,,0,1,0,562680
neverdie,NDC,10000000,10000000,6/30/2017,9/1/2017,2017q2,63,USA,Entertainment,0,2.1,0,0,0,2,,,,0,1,0,5800000
decentralized-machine-learning,DML,,10425492,2/8/2018,4/12/2018,2018q1,63,Singapore,Other,1,2.5,2,0,0,5,0.5,,,0,0,0,10425492
eristica,ERT,1000000,10000000,12/7/2017,2/7/2018,2017q4,62,Singapore,"Cryptocurrency,Communication,Entertainment,Platform,Sports",1,4.2,2,1,kyc,4,0.68,1," USA, China, Canada",0,1,1,3138109
alt-estate,ALT Token,1000000,15000000,5/30/2018,7/31/2018,2018q2,62,British Virgin Islands,"Businessservices,Internet,Investment,Legal,Realestate,Software",1,4.1,20,1,kyc&whitelist,13,0.6,1, USA,0,1,1,4593121
immvrse,IMVR,,4916600,7/7/2018,9/7/2018,2018q3,62,UK,"Software,SmartContract,Platform,Media,Entertainment,Education,Cryptocurrency,Businessservices,ArtificialIntelligence,Tourism,VirtualReality",1,4.4,19,1,kyc&whitelist,12,0.3333,1, USA,0,1,1,9954000
xyo-network,XYO,,48000000,3/20/2018,5/21/2018,2018q1,62,USA,"BigData,Infrastructure,Internet,SmartContract",1,4.2,28,1,kyc&whitelist,14,0.47,1, USA,0,1,0,11951000
goldbox-io,GOX,,,7/1/2018,9/1/2018,2018q3,62,China,"Banking,Businessservices,Platform",1,3.3,1,0,0,9,0.2,1," USA, CHINA",0,1,0,2000000
sp8de,,4594120,35604430,1/8/2018,3/11/2018,2018q1,62,Russia,Casino&Gambling,1,3.7,15,0,kyc&whitelist,8,,,,0,1,0,6316424
hybrid-betting,HYB,5000000,7000000,6/14/2018,8/15/2018,2018q2,62,UK,"Casino&Gambling,Cryptocurrency",1,3.5,2,1,whitelist,6,0.55,1," China, USA, Singapore",0,1,1,47830000
chronobank,TIME,,,12/15/2016,2/15/2017,2016q4,62,Russia,"Software,Platform,Businessservices",0,2.7,0,0,0,1,,0, None,1,0,0,5400000
miniapps,MAT,8000000,31432000,10/18/2017,12/19/2017,2017q4,62,USA,"Platform,Internet,Businessservices,Software",1,3.1,2,0,0,7,0.5,,,0,1,0,5000000
kynson,KYN,5000000,8000000,12/1/2018,2/1/2019,2018q4,62,Hong Kong,"Health,Sports",1,2.8,0,0,kyc,6,0.4,1," China, USA",0,1,0,5000000
storiqa,STQ,5000000,25000000,11/28/2017,1/29/2018,2017q4,62,Hong Kong,"Platform,Retail",0,3.1,6,1,0,11,,,,0,1,0,25000000
westrendcoin,WES,,,7/1/2018,9/1/2018,2018q3,62,Vietnam,"Realestate,Platform,Investment,Internet,SmartContract",1,2.8,0,1,0,11,0.25,1," USA, China",0,1,0,5118271
copytrack,CPY,,,12/10/2017,2/10/2018,2017q4,62,Germany,"Businessservices,Legal,Platform,SmartContract",1,3.5,4,0,whitelist,4,0.4,1, USA,0,0,0,11137646
cryptoalias,ALS,,,12/20/2017,2/20/2018,2017q4,62,Romania,"Cryptocurrency,Businessservices,Investment,Communication",1,2.8,3,0,0,4,0.75,,,0,1,0,55697
one-solution,OSF,1000000,3000000,12/8/2018,2/8/2019,2018q4,62,Estonia,,1,2.6,0,0,kyc&whitelist,3,0.85,0, None,0,1,0,2849000
worldcore,WRC,,100000000,10/14/2017,12/15/2017,2017q4,62,Czech Republic,,1,2.8,3,0,0,14,,,,1,1,0,25000000
media-network-token,MNT,,,12/15/2017,2/15/2018,2017q4,62,Slovenia,"Platform,Cryptocurrency,Media,Communication,Education,Internet",1,2.2,0,0,0,,0.6,1, USA,0,1,0,8000
symmetry-fund,SYMM,1325160,,12/10/2017,2/10/2018,2017q4,62,Cayman Islands,,1,2.7,2,0,0,9,0.2,,,0,1,0,2640330
bitx,BITX,,,7/11/2018,9/11/2018,2018q3,62,Hong Kong,Platform,1,1.6,0,0,0,6,0.2,,,0,1,0,8970000
ccuniverse-uvu,UVU,5000000,20000000,7/16/2019,9/15/2019,2019q3,61,Poland,"Energy,Cryptocurrency,Infrastructure,Investment,Realestate",0,3.8,2,1,kyc,8,0.6,1," USA, Syria, North Korea, Iran, Iraq, China",1,1,1,3500
innovaminex,INĞ¥,10000000,52500000,11/26/2018,1/26/2019,2018q4,61,Estonia,"Cryptocurrency,Manufacturing,Platform",0,3.7,5,1,kyc&whitelist,19,0.7,,,0,1,0,4000000
arround,ARR,5000000,30000000,9/15/2018,11/15/2018,2018q3,61,Belize,"Communication,Entertainment,Internet,VirtualReality",1,4.5,48,0,0,9,0.565,0, no,0,1,0,30000000
tv-two,TTV,1504400,15044000,5/24/2018,7/24/2018,2018q2,61,Liechtenstein,"Entertainment,Platform,Media",1,4.1,31,0,kyc,8,0.75,1, USA,0,1,0,8700000
beverage-cash,BC,296070,5921400,10/31/2018,12/31/2018,2018q4,61,Montenegro,"Infrastructure,Platform",1,3.7,6,1,kyc,6,0.65,1, USA,0,1,1,284417
gabro,GBO,,50000000,7/31/2018,9/30/2018,2018q3,61,Singapore,"Retail,Platform,Internet,Cryptocurrency,BigData,ArtificialIntelligence,SmartContract",1,4.2,7,1,kyc&whitelist,11,0.5,1," Hong Kong, China, Cuba, Iran, North Korea, Crimea, Sudan, Malaysia, Syria, United States [including all US territories such as Puerto Rico, American Samoa, Guam, Northern Mariana Islands, US Virgin Islands ( St. Croix, St. John, and St. Thomas)], Bangladesh, Bolivia, Ecuador, and Kyrgyzstan",0,1,0,4570000
veritag,VTAG,452025,4520250,11/15/2018,1/15/2019,2018q4,61,Singapore,"Cryptocurrency,Platform,Retail,SmartContract",0,4,2,0,kyc&whitelist,5,0.7,,,1,1,0,523000
datecoin,DTC,4000000,20000000,3/30/2018,5/30/2018,2018q1,61,Belize,"Entertainment,Communication,BigData,ArtificialIntelligence,Software",1,4.1,33,1,kyc&whitelist,6,0.65,1, USA,0,1,1,19000000
idmoney,IDM,226960,5447040,7/1/2018,8/31/2018,2018q3,61,Costa Rica,"Education,Charity,BigData,Software",1,3.5,3,1,whitelist,28,0.45,1," USA, China",0,1,1,3000000
localcoinswap,LCS,500000,20000000,4/15/2018,6/15/2018,2018q2,61,Hong Kong,"Banking,Cryptocurrency",1,4.3,7,0,0,7,0.7,0," Hong Kong, North Korea, Iran, Sudan, Syria",1,1,0,12150000
sylo,SYLO,25000000,35000000,10/18/2018,12/18/2018,2018q4,61,Singapore,"Communication,Cryptocurrency,Software",1,4.1,4,0,kyc,21,0.325,1," USA, China, Singapore, Korea, New Zealand",0,1,0,10600000
viso,VITO,3000000,60000000,5/1/2018,7/1/2018,2018q2,61,Georgia,"Businessservices,Internet,Banking,Infrastructure,Retail",0,3.7,5,1,0,7,1,,,0,1,0,1000000
enkidu,ENK,5000000,30000000,6/15/2018,8/15/2018,2018q2,61,Singapore,"Cryptocurrency,Platform,SmartContract",1,4.1,14,1,kyc&whitelist,4,0.52,1," USA, China, India",0,1,1,373000
global-funeral-care,GFCS,200000,12000000,6/29/2019,8/29/2019,2019q2,61,Netherlands,"Platform,Internet,Infrastructure,Cryptocurrency",1,3.7,0,1,kyc,4,0.15,,,0,1,1,200000
ofnog,OFNOG,15000000,25000000,5/15/2018,7/15/2018,2018q2,61,UK,"Communication,ArtificialIntelligence,Cryptocurrency,Internet,Investment,Platform,Software",1,3.6,3,1,0,11,0.5,0, UK,0,1,1,15000000
pantercon,PANX,118640,4152400,12/1/2018,1/31/2019,2018q4,61,Austria,Businessservices,1,3.8,1,1,kyc&whitelist,6,0.5,1," USA, Iran, North Korea",0,1,0,500000
surrus,SURR,800000,32000000,6/1/2018,8/1/2018,2018q2,61,Estonia,Businessservices,1,3.8,3,1,kyc,8,0.6,1," USA, Iran, Syria, Sudan, Yemen, Venezuela, Cuba, and North Korea can not participate",0,1,0,750000
coinplace,CPL,557170,11143400,3/20/2018,5/20/2018,2018q1,61,Russia,Platform,1,3.4,5,1,0,13,0.85,,,1,1,0,137856
digital-ticks,DTx,5700000,30000000,4/15/2018,6/15/2018,2018q2,61,Estonia,"Cryptocurrency,Internet,Platform",1,3.2,0,0,0,5,0.5,,,0,1,1,30000000
securecryptopayments,SEC,141830,17161430,4/1/2019,6/1/2019,2019q2,61,Estonia,"Businessservices,Platform",1,3,1,1,kyc,9,0.6,1, USA,0,1,1,12000000
boosto,BST Token,2099700,7440000,9/19/2018,11/19/2018,2018q3,61,Singapore,"Businessservices,BigData,Infrastructure,Platform,Software",1,4.1,2,0,kyc&whitelist,5,0.5,,,0,1,0,7400000
akilos,ALS,800000,8200000,12/31/2018,3/2/2019,2018q4,61,UK,Platform,1,3.3,0,0,0,6,0.67,,,0,1,0,814287
rowan-coin,RWN,500000,7500000,3/10/2019,5/10/2019,2019q1,61,UK,"Cryptocurrency,Energy",1,,,0,kyc,2,0.169,0, None,0,1,1,110894
safinus,SAF,,6000000,9/12/2018,11/12/2018,2018q3,61,Cayman Islands,"Businessservices,Cryptocurrency,Investment,Platform",1,3.8,38,1,kyc&whitelist,16,0.92,1, USA,0,1,1,489869
keyrpto,KYT,3000000,5100000,3/25/2018,5/25/2018,2018q1,61,Estonia,"Businessservices,Retail",1,3.8,4,0,kyc&whitelist,8,0.51,1, USA,0,1,0,4800000
bico,BICO,,47200,10/20/2017,12/20/2017,2017q4,61,France,"Cryptocurrency,Internet,Education",1,2.2,2,1,0,4,,,,0,1,0,892
egoldtrade,EGD,1300000,6000000,8/1/2018,10/1/2018,2018q3,61,UK,,1,2,3,0,0,,0.57,,,0,1,0,1724725
everycoin,EYC,3851680,49889392,10/25/2018,12/25/2018,2018q4,61,Thailand,"Banking,Cryptocurrency,Platform,SmartContract",1,2.9,0,1,kyc&whitelist,12,0.4,,,0,1,0,4000000
menapay,MPAY,5000000,25000000,3/15/2019,5/15/2019,2019q1,61,United Arab Emirates,"Banking,Cryptocurrency",1,3.7,5,0,kyc&whitelist,43,0.64,1, USA,1,1,0,8500000
verifyunion,UCN,292460,29246000,10/3/2017,12/3/2017,2017q4,61,Singapore,Businessservices,1,2.9,0,1,0,9,0.3,,,0,1,0,614865
bow,BT,3000000,6000000,9/15/2019,11/15/2019,2019q3,61,France,"Infrastructure,Retail",1,2.8,1,1,kyc&whitelist,9,0.7,0," North Korea, Singapore",0,1,1,130000
citowise,CTW,3616200,11210220,11/15/2018,1/15/2019,2018q4,61,Estonia,"Businessservices,Cryptocurrency,Platform,Software",1,3.1,1,1,kyc&whitelist,16,0.7,1," Cuba, Myanmar, North Korea, Iran, Syria, Ivory Coast, USA, Canada",0,1,0,1240000
engagement-token,EGT,,17082450,4/1/2018,6/1/2018,2018q2,61,USA,"Media,Platform,Internet",1,2.8,0,0,whitelist,6,,,,0,1,0,19000000
mfchain,MFX,524250,6920100,10/15/2018,12/15/2018,2018q4,61,Saint Kitts and Nevis,"Cryptocurrency,Platform,SmartContract",1,3.6,2,1,kyc&whitelist,13,0.57,1, USA,0,1,0,209000
xdac,XDAC,348495,4646600,9/5/2018,11/5/2018,2018q3,61,USA,"Cryptocurrency,Businessservices,Platform",0,4,9,1,0,7,0.2,,,0,1,1,2200000
cruisebit,CRBT,,16000000,5/10/2018,7/10/2018,2018q2,61,UK,,1,2.7,0,0,kyc&whitelist,4,0.6,1, USA,0,1,0,16000000
labelscoin,LBSC,5000000,10000000,10/31/2018,12/31/2018,2018q4,61,Liechtenstein,Platform,1,2.7,0,1,0,7,0.74,,,0,1,0,1931000
loyalcoin,LYL,12000000,19000000,12/11/2017,2/10/2018,2017q4,61,Philippines,"Platform,Cryptocurrency,Retail",0,3.2,5,1,0,10,0.95,,,0,1,1,4022696
payeercoin,PYC,,,8/8/2019,10/8/2019,2019q3,61,New Zealand,Cryptocurrency,1,2,2,0,0,4,0.85,0, No,0,1,1,3685785
relest,REST,1000000,,11/25/2017,1/25/2018,2017q4,61,Kazakhstan,Realestate,1,2.9,3,1,0,3,0.7,,,0,1,0,1000000
greenworld-farm,GWF,1826375,18263750,5/14/2018,7/14/2018,2018q2,61,Nigeria,"Health,Other",1,2.6,0,0,0,4,0.62,,,0,1,0,4600000
tradeone,BITT,3000000,35000000,9/15/2018,11/15/2018,2018q3,61,UK,"Cryptocurrency,Investment,Platform",1,2.6,0,1,kyc&whitelist,6,0.8,0, None,0,1,0,3000000
