Name,Symbol,Price,45d,90d,200d,MktCap,24hVol,Circ_Supply,Total_Supply,Brand_Buzz,Social,Avg_volume,Age_mo,Winning_months
Zper,ZPR,0.0024,97.47,-26.37,-26.37,2.99,131.52,1.266,2050000000,100,74,55596,6,6
1World,1WO,0.0247,-40.52,-84.65,-85.04,518.48,2.06,20.981,37219453,100,68,10265,11,11
Ripio Credit Network,RCN,0.0317,130.46,-14.67,-24.43,15.85,2.07,500.611,999942647,50,74,470292,15,15
Primas,PST,0.0923,-9.36,-58.57,-70.27,4.86,1.4,52.693,101342466,75,54,1164562,17,17
Seele,SEELE,0.0082,25.51,-56.86,-95.15,5.61,271.76,687.133,1000000000,0,66,84030,8,8
ProximaX,XPX,0.0061,4.85,85.73,85.73,37.02,9.01,6.097,9000000000,100,84,3578373,6,6
Travala,AVA,0.1389,-22.68,43.31,38.54,5.47,141.7,39.348,61571086,100,66,22258,8,8
B2Bcoin,BBC,0.0017,-25.18,-77.86,-92.75,861.52,15.23,500,1000000000,100,70,27021,9,9
Olympus Labs,MOT,0.0741,-0.25,-39.65,-72.95,2.85,7.94,38.5,100000000,75,66,33934,13,13
Moss Coin,MOC,0.0525,29.68,-35.53,-14,13.56,707.81,258.333,500000000,50,79,56036,7,7
IHT Real Estate Protocol,IHT,0.0185,82.23,-16.63,-70.09,12.17,1.14,658.576,996491162,100,75,216398,11,11
Monetha,MTH,0.0225,17.98,-58.82,-41.49,7.7,1.64,341.544,402400000,100,74,857865,17,17
NKN,NKN,0.057,77.24,3.84,-60.25,19.96,1.19,350,700000000,25,74,237035,8,8
Ties.DB,TIE,0.0318,104.45,153.91,1.81,1.3,427.04,40.821,59251278,100,61,85,15,15
bitEUR,BITEUR,1.14,-7.13,1.09,1.09,122.82,3.67,107.706,107706,,43,175,44,44
Atlant,ATL,0.0198,-11.48,-41.34,-68.24,1.08,1.83,54.175,54175041,75,67,55047,15,15
DIMCOIN,DIM,0.001,-13.05,-60.29,-75.8,2.03,159.75,2.102,8986417068,50,70,143511,13,13
Bread,BRD,0.4848,113.67,38.12,20.33,43.02,921.16,88.734,88862718,25,79,178464,13,13
GameCredits,GAME,0.1177,23.16,-24.52,-75.42,8.22,120.43,69.836,69836100,50,61,96438,53,53
Pascal Coin,PASC,0.2885,9.36,-55.95,-53.45,7.58,97.34,26.28,26279650,0,55,74891,26,26
U Network,UUU,0.0006,67.49,-39.41,-59.63,3.96,132.9,6.272,10000000000,75,70,93340,10,10
DigixDAO,DGD,38.42,73.57,-5.98,-60.24,76.83,1.96,2,2000000,25,85,392697,34,34
SALT,SALT,0.1228,-51.8,-81.44,-81.44,9.86,1.01,80.284,120000000,50,73,791405,16,16
Tierion,TNT,0.02,42.77,-36.32,-51.73,8.56,1.03,428.481,1000000000,75,69,1529040,17,17
Cashaa,CAS,0.0073,-38.96,-32.57,-76.11,5.36,140.03,737.355,1000000000,50,70,290843,12,12
PolySwarm,NCT,0.0031,58.27,17.35,-11.74,4.73,314.2,1.546,1885913076,100,66,80061,10,10
CanYaCoin,CAN,0.0348,173.15,-43.55,-64.68,1.73,57.54,49.628,95827000,25,70,14109,13,13
Streamr DATAcoin,DATA,0.0201,6.3,-51.25,-69.52,13.6,1.41,677.155,987154514,50,83,853407,15,15
TrueFlip,TFL,0.3963,87.11,2.89,-42.06,2.48,70.44,6.247,8924667,75,70,56596,17,17
Bytom,BTM,0.1308,32.54,-32.51,-62.82,131.08,20.72,1.002,1407000000,0,74,2840088,18,18
Bulwark,BWK,0.0498,-80.14,-92.13,-94.87,914.36,2.89,18.368,18687133,0,48,10430,14,14
Telcoin,TEL,0.0006,26.01,-21.01,-43.91,22.36,447.88,36.845,1.00E+11,75,78,109872,13,13
MARK.SPACE,MRK,0.0073,22.25,-65.76,-73.34,5.58,195.4,763.656,3000000000,100,70,112381,9,9
SONM,SNM,0.0268,14.05,-59.1,-74,9.63,578.28,359.6,444000000,50,74,220486,20,20
Jibrel Network,JNT,0.0441,-10.91,-51.82,-72.72,7.5,247.51,170.042,200000000,75,66,47267,12,12
Kleros,PNK,0.0117,53.29,50.74,50.74,2.65,2.26,225.322,364626704,25,67,2912,3,3
0xBitcoin,0xBTC,0.1745,-47.12,-61.19,-78.99,772.89,1.25,4.429,20999984,,66,417539,8,8
Dogecoin,DOGE,0.0033,26.87,-9.01,-4.78,388.93,68.03,119.531,1.20E+11,0,74,16022275,62,62
BOScoin,BOS,0.0073,-87.78,-92.75,-90.94,4.11,44.18,559.414,841432050,0,78,370998,15,15
Ink Protocol,XNK,0.0038,-33.87,-77.31,-77.2,1.1,129.45,288.16,500000000,100,70,57596,11,11
Einsteinium,EMC2,0.1077,125.59,-5.96,-5.96,23.55,2.86,218.653,218653146,0,67,453754,58,58
Bitcore BTX,BTX,1.06,175.45,66.48,-41.82,17.99,138.33,17.008,17608540,,52,157695,21,21
PumaPay,PMA,0.0006,-27.94,-54.85,-54.85,12.53,1,22.649,78042956829,50,68,293785,6,6
Ace,ACE,0.0427,126.38,-16.71,-62.94,507.07,62.32,11.862,14476036,100,65,39947,13,13
Intelligent Trading Foundation,ITT,0.0137,-8.75,-35.66,-77.65,134.24,488.02,9.815,11500000,100,45,1127,15,15
Vexanium,VEX,0.005,-0.51,-38.77,-38.77,2.68,209.7,533.918,1000000000,75,78,233066,6,6
Aditus,ADI,0.0013,59.75,19.93,-83.54,308.27,68.21,234.111,750000000,100,62,50280,9,9
IoT Chain,ITC,0.1529,18.99,-28.43,-66.18,10.92,3.22,71.42,100000000,,78,617120,14,14
Metadium,META,0.0184,263.36,44.48,44.48,22.97,1.31,1.245,2000000000,50,70,259796,4,4
Iconomi,ICN,0.248,24.67,-25.01,-59.92,24.54,1.26,98.93,98930340,0,76,1327,28,28
doc.com Token,MTC,0.0081,-53.31,-73.38,-95.69,5.38,282.68,664.512,783285021,0,70,113921,9,9
Loom Network,LOOM,0.0753,45.19,-33.64,-63.99,59.47,7.61,789.606,1000000000,25,83,1127803,11,11
Quantstamp,QSP,0.0236,41.8,-43.51,-67.32,14.59,747.51,617.314,976442388,0,79,374280,15,15
XinFin Network,XDCE,0.0006,-25.27,-64.09,-83.6,2.21,670.97,3.876,15000000000,100,66,175924,10,10
FuzeX,FXT,0.0022,-18.65,-77.14,-92.45,1.76,25.79,793.534,1087156610,75,67,24815,9,9
YEED,YEED,0.0004,-28.36,-69.03,-69.03,2.09,204.67,5.447,10000000000,50,70,104531,4,4
BitWhite,BTW,0.0017,-70.14,-83.81,-93.6,63.54,193.39,36.325,60342895,,51,181774,12,12
FarmaTrust,FTT,0.0029,-12.51,-48.88,-48.88,1.75,196.78,600,1000000000,100,70,209147,6,6
The Abyss,ABYSS,0.0085,25.85,-7.16,-64.79,1.92,398.42,224.804,508628132,100,70,254774,8,8
Gifto,GTO,0.0276,0.91,-57.28,-84.21,16.69,15.98,604.212,1000000000,,84,6851034,14,14
Morpheus Labs,MITX,0.016,132.64,2.35,-42.53,3.28,45.31,205.577,749999995,75,70,92258,9,9
Bee Token,BEE,0.0015,-63.62,-82.5,-92.71,353.7,5.83,234.129,500000000,75,64,7100,11,11
Origin Sport,ORS,0.0085,120.12,-56.53,-92.7,650.53,4.79,76.389,300000000,75,59,247463,7,7
Lending Block,LND,0.0066,13.68,-4.54,21.98,4.81,48.51,728.449,1000000000,75,70,129005,9,9
I/O Coin,IOC,0.2385,75.94,2.09,-52.77,4.16,8.41,17.435,17434884,75,40,3592,54,54
GoNetwork,GOT,0.0129,-49.01,-79.91,-97.57,800.51,626.73,61.995,100000000,100,66,238121,7,7
WeTrust,TRST,0.0197,63.38,-20.93,-50.4,1.82,8.52,92.148,100000000,100,70,10083,22,22
Sentinel Chain,SENC,0.004,53.94,-55.71,-81.37,779.45,21.86,197.27,500000000,75,67,196676,10,10
Bitnation,XPAT,1.01E-05,57.74,16.67,16.67,253.19,7.87,25.005,42000000000,75,58,1522,6,6
Hydrogen,HYDRO,0.0017,-19.51,-63,-75.84,7.22,406.6,4.31,11111111111,0,74,398887,9,9
0chain,ZCN,0.0992,-14.4,-56.7,-74.54,3.98,17.34,40.116,200000000,100,66,19882,7,7
Aphelion,APH,0.0033,-85.9,-93.22,-97.89,166.19,16.23,50,70188440,0,70,4464,9,9
Puregold Token,PGTS,0.0117,-89.65,-90.16,-90.16,133.14,265.47,11.363,50000000,50,62,535,4,4
WhiteCoin,XWC,0.0689,62.01,2.38,-52.22,17.24,399.88,250.184,250183629,,55,147491,58,58
QLC Chain,QLC,0.0383,52.61,-30.36,-24.32,9.19,2.81,240,600000000,0,59,833876,13,13
Fantom,FTM,0.0108,41.62,-45.25,-45.25,19.5,2.15,1.814,1987133655,50,59,342103,3,3
Cardstack,CARD,0.0008,4.67,-54.54,-85.05,1.94,137.39,2.375,6000000000,0,66,106133,7,7
Stellite,XTL,0.0002,-29.08,-73.41,-41.78,1.33,5.59,7.724,7850368574,0,63,7852,10,10
EnergiToken,ETK,0.0011,39.7,-44.83,-66.02,1.99,0,1.852,2052153500,100,67,2704,7,7
Mobius,MOBI,0.0116,-16.08,-57.98,-81.18,5.99,38.7,515.083,888000000,75,66,19897,13,13
Gladius Token,GLA,0.0514,30.38,-20.75,-78.65,768.46,153.56,14.941,18039399,100,61,417,12,12
Metal,MTL,0.4612,72.71,-29.72,-64.39,20.22,4.27,43.842,66588888,50,58,3138503,19,19
Cryptaur,CPT,0.0008,-40.05,-70.34,-74.8,5.82,27.25,7.577,27662180148,75,70,16172,8,8
TV-TWO,TTV,0.0045,-52.51,-71.35,-71.35,1.9,251.18,418.976,611666475,,60,468,3,3
MonaCoin,MONA,1.08,52.07,-8.08,-51.2,70.98,8.02,65.73,65729675,,69,288219,59,59
Electra,ECA,0.0004,39.63,-22.06,-64.9,10.2,76.44,28.537,29404203437,25,59,36270,20,20
Lympo,LYM,0.0111,34.59,-39.55,-66.54,9.21,599.6,826.673,999999999,100,74,469826,11,11
Dero,DERO,0.9727,0.64,-39.16,19.56,7.09,106.73,7.289,18400000,,66,55254,9,9
XEL,XEL,0.0269,-24.56,-68.8,-82.97,2.47,56.17,91.676,100000000,,66,30397,19,19
Gene Source Code Chain,GENE,0.0092,123.06,4.17,4.17,3.4,19.79,370.945,2000000000,,66,9263,5,5
Syndicate,SYNX,0.0236,-20.06,-65.38,-86.35,768.26,105.39,32.518,36232292,,64,22254,31,31
Optimal Shelf Availability Token,OSA,0.0031,-93.83,-96.72,-96.72,4.3,33.98,1.39,2256642170,,82,1511333,3,3
Lykke,LKK,0.0143,-25.72,-59.24,-59.24,4.53,0,316.81,1285690000,50,30,0,27,27
Medibloc,MED,0.0033,8.67,-22.78,-17.84,9.81,24.26,2.966,4097545844,50,70,5655,13,13
Experty,EXY,0.0238,-55.66,-79.84,-85.73,644.88,19.03,27.088,79404564,75,70,13820,11,11
Bigbom,BBO,0.0011,2.72,-53.68,-76.73,370.17,355.48,338.828,1999751537,100,65,271578,8,8
Pundi X,NPXS,0.0008,27.5,-52.37,-77.08,161.23,15.83,212.461,2.67E+11,50,88,5727938,11,11
Pal Network,PAL,0.0043,-30.75,-59.95,-74.02,1.9,73.45,438.524,1000000000,50,55,129649,9,9
Power Ledger,POWR,0.1248,42.88,-22.99,-66.12,50.84,5.81,407.252,1000000000,50,55,2364396,15,15
Robotina,ROX,0.0865,363.9,134.62,134.62,24.83,124.12,287.154,331614077,100,70,18656,5,5
Hacken,HKN,0.3112,-5.96,-57.23,-70.73,1.67,19.06,5.36,5544000,100,70,5403,13,13
U.CASH,UCASH,0.0002,-20.99,-69.54,-95.01,1.37,102.07,8.878,21000000000,100,65,100725,12,12
MaidSafeCoin,MAID,0.1721,11.67,-28.46,-58.41,77.88,409.45,452.552,452552412,0,71,214381,57,57
LBRY Credits,LBC,0.0362,54.42,-26.13,-70.65,8.42,82.15,232.854,608506702,75,55,47887,31,31
SwftCoin,SWFTC,0.0031,188.86,36.53,-49.16,11.37,9.08,3.64,10000000000,75,74,1128730,13,13
VINchain,VIN,0.0074,144.37,-27.15,-27.15,3.53,488.72,480.109,840108901,100,78,90337,6,6
Transcodium,TNS,0.003,-42.8,-3.28,-66.32,151.09,345.31,50.554,88600000,75,62,236119,9,9
SwissBorg,CHSB,0.0088,31.85,-9.92,-26.38,5.06,58.14,575.821,1000000000,75,58,29727,12,12
adbank,ADB,0.0018,15.79,-34.45,-74.98,1.16,45.04,663.463,1000000000,50,57,22148,12,12
MOAC,MOAC,0.8189,60.88,-25.99,-80.38,51.15,127.95,62.463,151205864,0,78,47496,13,13
eosDAC,EOSDAC,0.0107,52.49,-53.81,-78.86,7.04,259.94,660.755,1200000000,0,66,41614,10,10
indaHash,IDH,0.0034,-1.48,-49.46,-73.45,1.36,131.39,399.936,400000000,50,70,123484,12,12
HOLD,HOLD,0.0011,9.47,-10.88,-10.88,802.25,80.58,704.821,923453365,100,65,63210,6,6
Parkgene,GENE,0.0009,53.15,-73.07,-69.71,269.47,20.15,294.761,928840384,100,65,23020,9,9
GET Protocol,GET,0.3563,24.71,-5.21,-32.3,4.06,9.7,11.388,33368773,0,67,1282,13,13
0xcert,ZXC,0.0021,8.27,-60.37,-93.59,709.55,235.8,331.501,500000000,50,65,188391,7,7
Datum,DAT,0.002,114.59,-35.64,-87.08,2.01,78.18,1,2653841598,100,70,88323,14,14
EventChain,EVC,0.0134,-40.1,-20.26,-62.55,418.01,3.76,31.25,84000000,100,62,1884,14,14
Nectar,NEC,0.2118,-20.38,-47.86,-32.75,17.44,2.24,82.353,1007949847,,78,2769,8,8
Bezant,BZNT,0.0165,-51.67,-70.63,-69.29,9.77,491.78,591.073,1000000000,75,83,769109,9,9
Blackmoon Crypto,BMC,0.1407,-16.9,-50,-77.31,3.09,250.13,21.943,60000000,75,65,66921,17,17
Waves,WAVES,2.58,-30.53,41.45,-12.18,257.61,41.13,100,100000000,0,64,20946022,32,32
Copytrack,CPY,0.0172,-58.87,-68.69,-83.34,826.77,31.75,48.095,53000748,100,64,186,11,11
Everipedia,IQ,0.0034,19.33,-62.17,-87.8,15.53,883.66,4.506,9998572888,0,79,85286,7,7
Primalbase Token,PBT,6102.87,57.47,45.11,120.53,7.63,15.02,1.25,1250,75,67,545,18,18
Nebula AI,NBAI,0.0022,44.59,6.1,-55.72,2.55,2.57,1.163,4770681725,100,67,1438,9,9
Cube,AUTO,0.0018,24.8,-18.92,-69.63,12.23,190.93,6.775,7200000000,75,83,366936,11,11
Lamden,TAU,0.0257,-29.66,-24.32,-59.05,3.66,21.84,142.216,288090567,50,51,12122,13,13
Phantasma,SOUL,0.041,8.19,-55.86,-66.74,2.39,308.14,58.333,91136374,100,66,148962,8,8
Sumokoin,SUMO,0.0425,-11.95,-55.55,-90.27,428.35,83.47,10.09,18978669,,55,2123,20,20
Polis,POLIS,0.8579,23.44,-2.72,-36.8,5.46,58.75,6.366,6365709,25,63,11162,13,13
Medicalchain,MTN,0.0086,57.47,-59.52,-83.88,2.39,723.42,277.439,500000000,100,74,450362,12,12
Narrative,NRVE,0.0141,-22.75,-4.94,-4.94,662.55,82.61,46.928,46928004,100,50,39937,6,6
Ethos,ETHOS,0.1314,8.85,-62.13,-89.13,12.83,1.53,97.622,222295208,0,83,2524008,19,19
OneLedger,OLT,0.0035,-23.3,-56.4,-91.54,1.1,258.14,311.001,1000000000,75,70,270434,7,7
HYCON,HYC,0.0077,-51.1,-82.48,-82.48,14.32,2.4,1.872,2988324392,25,81,2145749,6,6
Welltrado,WTL,0.0357,-43.45,-45.82,-45.82,1.43,7.25,40.132,56985498,25,70,58426,4,4
Musicoin,MUSIC,0.0011,-8.38,-63.86,-84.74,1.72,12.4,1.553,1552672538,0,51,5800,23,23
Nexus,NXS,0.3555,3.26,-46.11,-74.47,21.23,745.05,59.708,59907495,0,69,435913,48,48
POPCHAIN,PCH,0.0018,-52.64,-73.21,-94.32,1.62,1.51,883.413,2000000000,75,66,149520,7,7
WaykiChain,WICC,0.2488,90.25,13.05,-30.11,47.03,2.8,189,210000000,0,68,698194,13,13
Viacoin,VIA,0.7174,110.57,-1.25,-42.12,16.6,874.67,23.141,23140664,,43,310365,55,55
XtraBYtes,XBY,0.0128,-9.82,-63.14,-58.29,5.5,744.92,430,650000000,0,63,2149,22,22
Crowd Machine,CMCT,0.0019,-19.18,-42.54,-93.55,891.54,687.5,470.165,2000000000,75,70,483863,9,9
Swarm City,SWT,0.1068,-38.29,-62.98,-82.75,905.25,33.03,8.473,8472924,50,64,28730,23,23
Kin,KIN,4.83E-05,54.29,-11.34,-75.81,36.55,2.09,756.098,1.00E+13,50,49,309424,16,16
COVA,COVA,0.0041,129.19,,,6.96,1.13,1.714,6500000000,,66,318278,1,1
Matchpool,GUP,0.0227,17.61,-51.58,-78.43,1.7,37.01,75,98855150,100,70,77688,22,22
AMLT Token,AMLT,0.0103,-36.49,-25.53,-29.25,2.43,2.86,235.455,400000000,100,67,883,10,10
bitJob,STU,0.0014,-73.83,-85.26,-86.34,112.39,481.56,82.816,200000000,25,65,2700,15,15
Storj,STORJ,0.2648,70.87,-16.47,-41.3,35.96,8.55,135.787,424999998,50,52,502835,19,19
VIBE,VIBE,0.0432,45.21,-33.65,-38.04,11.24,2.11,260.136,267000000,75,79,2229143,16,16
PayPie,PPP,0.1705,201.3,12.45,-29.14,14.07,19.01,82.5,165000000,75,76,3810,16,16
Ren,REN,0.0294,21.65,-34.04,-30.63,19.08,699.28,649.616,1000000000,75,79,493062,11,11
Sentinel,SENT,0.0016,13.09,-34.34,-78.81,3.16,18.32,2,1999970000,,66,20721,10,10
Eligma Token,ELI,0.0162,130.2,39.96,39.96,2.26,322.14,139.551,327902034,75,67,109564,6,6
Simmitri,SIM,0.0025,-14.73,-71.82,-71.82,175.4,3.22,70.469,350000000,100,61,3568,4,4
Matrix AI Network,MAN,0.1106,6.85,-53.88,-73.29,16.58,1.26,150,250000000,50,67,556533,12,12
Etherparty,FUEL,0.0091,1.27,-63.99,-71.76,6.49,6.59,715.548,1000000000,0,74,372749,15,15
STK,STK,0.0062,48.56,-44.8,-77.34,2.15,63.35,343.971,500000000,50,70,132259,12,12
Gnosis,GNO,21.83,105.07,10.38,-57.12,24.12,413.66,1.105,10000000,75,78,47567,21,21
Zebi,ZCO,0.0104,37.65,-20.47,-71.4,6.49,1.92,625,625000000,75,70,182356,9,9
StrongHands,SHND,1.20E-07,34.18,-36.79,-74.34,1.07,3.04,9.287,1.60E+13,,63,1853,39,39
JSECOIN,JSE,0.0005,-67.8,-84.82,-84.82,235.6,256.88,443.48,10000000000,50,62,471,4,4
Hurify,HUR,0.0004,-38.19,-79.5,-98.78,108.43,3.75,241.191,273325000,50,58,13919,8,8
EthLend,LEND,0.0088,-3.59,-57.25,-67.9,9.81,2.15,1.115,1299999942,50,79,418914,14,14
YOYOW,YOYOW,0.0215,37.07,-38.97,-38.97,6.44,886.75,300,300000000,75,70,613015,18,18
MyBit,MYB,0.0036,-50.43,-81.82,-91.09,546.25,702.34,152.813,179996750,0,55,2740,18,18
Daneel,DAN,0.0059,-50.14,-77.72,-82.72,309.04,685.38,52.244,69320719,75,62,2982,10,10
BitRent,RNTB,0.0002,-68.3,-89.51,-98.97,204.09,1.52,841.738,941988500,50,65,23416,10,10
Amoveo,VEO,75.38,,,,4.72,2.63,62.607,64412,100,81,0,,
Centrality,CENNZ,0.0471,47.32,5.27,-51.39,38.04,18.3,807.378,1200000000,0,79,5018,11,11
Consensus,SEN,0.0022,-5.02,-50.38,-86.39,3.57,33.19,1.627,1650000000,100,70,25153,10,10
Ruff,RUFF,0.0139,31.68,-42.32,-70.2,13.58,1.58,980.5,1880000000,0,78,271270,12,12
MediBloc [ERC20],MEDX,0.0077,111.51,4.4,47.1,25.44,30.88,3.3,10000000000,50,83,2370872,8,8
SelfSell,SSC,0.0044,30.9,-32.45,-83.44,1.73,3.12,390,1000000000,75,70,482570,13,13
ZelCash,ZEL,0.0802,171.48,6.78,6.78,5.08,445.99,63.303,63303050,,51,51415,6,6
Formosa Financial,FMF,0.0017,-9.38,-54.63,-54.63,1.54,192.46,911.833,2000000000,25,70,22216,6,6
ELTCOIN,ELTCOIN,0.0006,6.39,-23.27,-82.43,58.26,2.03,90,100000000,,43,795,15,15
Bodhi,BOT,0.0485,5.2,-53.92,-76.62,1.94,11.88,40,100000000,50,74,1004965,15,15
BrahmaOS,BRM,0.0026,-53.44,-56.66,-84.68,1.59,117.42,619.267,3000000000,0,66,7087,10,10
VeThor Token,VTHO,0.0007,45.06,-32.14,-32.14,0,770.62,0,,25,42,152612,6,6
Own,CHX,0.19,57.49,64.83,492.11,15.01,1.86,78.998,168956522,100,79,1271485,9,9
PRIZM,PZM,0.1601,23.35,79.18,-83.4,8.41,39.04,52.503,99590293,,60,9630,21,21
XcelToken,XCEL,0.0522,76.5,247.74,247.74,5.16,0,98.857,50000000000,100,70,116,6,6
Bitcoin Atom,BCA,0.2478,10.28,-6,-57.58,4.57,69.25,18.419,21000000,,67,76010,13,13
Indorse,IND,0.0255,104.23,-9.71,-9.71,954.56,129.45,37.48,170622047,75,55,3645,17,17
Envion,EVN,0.1038,24.13,165.87,-14.73,11.56,2.98,111.369,127425494,100,72,4358,12,12
Libra Credit,LBA,0.0452,187.11,-18.48,-59.17,23.28,1.9,514.76,1000000000,75,70,322079,9,9
Peculium,PCL,0.0011,-56.07,11.61,-71.71,2.22,57.24,2.033,2207856526,75,70,81500,10,10
Decentralized Machine Learning,DML,0.0058,29.47,-53.28,-62.6,364.14,27.14,63.03,272937007,100,62,10049,9,9
PCHAIN,PI,0.0122,50.18,-42.62,-73.86,6.69,564.37,546.62,2100000000,75,66,179448,8,8
Digix Gold Token,DGX,41.28,4.11,-5.23,-2.61,4.11,57.1,99.601,111000,50,66,671015,9,9
HTMLCOIN,HTML,8.06E-05,-15.61,-49.31,-60.58,4.28,28.17,53.067,80434575000,0,52,7798,13,13
Bounty0x,BNTY,0.0056,82.56,-30.38,-76.47,1.25,17.71,221.831,500000000,75,49,10915,13,13
DOVU,DOV,0.0027,-57.74,-77.98,-93.87,1.08,672.52,399.759,963761390,75,70,16607,15,15
Digitex Futures,DGTX,0.0277,-55.37,-63.26,290.88,20.84,1.43,751.31,1000000000,50,83,403533,8,8
APIS,APIS,0.002,-48.92,-47.89,-65.7,9.69,54.9,4.873,9520000000,100,84,1507374,8,8
Ubiq,UBQ,0.2503,0.05,-54.51,-54.51,10.66,23.72,42.609,42609099,0,55,9894,53,53
Privatix,PRIX,1.96,254.93,141.8,7.32,2.14,2.14,1.093,1275455,,36,1610,15,15
OpenAnx,OAX,0.2079,105.61,-31.91,-38.04,14.06,2.45,67.63,100000000,75,70,2936625,18,18
IQeon,IQN,0.4086,129.51,143.15,143.15,1.13,2.46,2.775,5491860,25,61,1024,4,4
Bibox Token,BIX,0.3133,89.27,-10.05,-58.15,34.28,10.29,109.429,262971747,50,85,686065,13,13
Alis,ALIS,0.0573,59.46,11.68,-30.79,2.24,1.37,39.127,75200000,0,67,2329,16,16
FundRequest,FND,0.002,-68.14,-81.53,-95.72,95.57,320.65,47.783,98611464,75,42,2434,9,9
Hiveterminal Token,HVN,0.0083,29.08,-59.12,-59.12,3.4,95.1,410.719,500000000,50,67,2740,17,17
PAYCENT,PYN,0.0323,-18.53,-68.71,-68.71,990.71,1.98,30.663,100000000,50,67,2099,5,5
GINcoin,GIN,0.2971,-80.84,-87.91,-96.23,1.81,18.28,6.093,6093049,,66,61430,8,8
Winding Tree,LIF,0.1051,-50.32,-64.04,-64.04,2.25,1.47,21.358,24976439,50,64,696,6,6
AdHIve,ADH,0.0027,-34.66,-74.72,-95.76,359.56,2.3,131.377,392000000,100,65,20957,10,10
Counterparty,XCP,1.3,-48.27,-63.3,-84.01,3.39,44.21,2.616,2615665,0,43,12658,60,60
Leadcoin,LDC,0.0001,-65,-79.45,-96.37,103.16,24.92,784.4,2627412706,100,52,2648,11,11
Bitcoin Green,BITG,0.2315,-68.79,-85.23,-91.51,1.63,7.06,7.054,7054013,0,55,8462,11,11
Adshares,ADS,0.1001,101.95,-2.47,-9.41,3.04,25.45,30.315,38758206,0,67,1204,18,18
GoByte,GBX,0.1074,-75.32,-87.87,-95.18,391.18,26.93,3.642,4466723,50,61,17271,15,15
Playkey,PKT,0.0739,6.69,-18.51,-81.77,1.03,25.91,13.922,19893268,100,65,33428,14,14
Auxilium,AUX,0.0044,78.48,-11.46,-11.46,465.07,1.02,106.78,300000000,,52,5222,4,4
CPChain,CPC,0.021,42.14,-34.37,-69.04,7.93,2.89,376.766,999999999,0,66,327077,12,12
GridCoin,GRC,0.0081,33.43,-22.59,-73.13,3.39,4.97,418.181,418181311,0,48,2488,47,47
Humaniq,HMQ,0.01,13.76,-62.2,-84.85,1.85,139.15,185.287,206618753,75,70,158550,21,21
OWNDATA,OWN,0.0001,-36.33,-45.56,-45.56,1.21,29.79,11,1.10E+11,100,70,34849,6,6
Machine Xchange Coin,MXC,0.0071,6.06,6.06,,5.71,1.17,799.49,2664965800,75,79,3015044,2,2
Paccoin,PAC,0.0005,-53.23,-68.47,-88.18,3.59,34.42,6.823,6873917844,25,51,14433,39,39
Bitcoin Interest,BCI,0.1036,-72.32,-83.14,-94.95,1.9,73.28,18.327,18326892,0,63,2694,9,9
United Traders Token,UTT,0.2928,2.71,-23.92,-56.91,10.95,4.55,37.407,69403131,0,76,412,13,13
Propy,PRO,0.1953,38.64,-55.77,-55.77,11.13,2.06,57.006,100000000,50,73,503655,17,17
Truegame,TGAME,0.0113,-8.99,-23.04,-64.85,937.14,63.88,82.575,101945017,100,52,55835,7,7
Blockcat,CAT,0.0249,-45.85,-74.24,-89.74,183.6,518.97,7.36,9200151,0,61,261,18,18
Lunyr,LUN,2.66,47.52,-35.13,-65.06,6.11,1.07,2.298,2703356,100,70,4366632,21,21
DNotes,NOTE,0.0175,79.95,-6.13,-68.24,2.36,168.7,135.043,155043262,0,51,68499,59,59
Invictus Hyperion Fund,IHF,0.043,78.03,18.08,18.08,0,3.42,0,122852180,0,54,2652,5,5
SPINDLE,SPD,0.0015,-24.21,-43.87,-78.85,4.72,51.36,3.15,10000000000,100,66,31123,8,8
Myriad,XMY,0.0022,-11.51,-30.5,-48.16,3.59,19.09,1.668,1667636750,,40,6591,59,59
United Bitcoin,UBTC,1.83,-20.6,-51.65,-65.72,0,110.65,0,21000000,,44,106078,14,14
USD//Coin,USDC,1,-0.49,-0.04,-0.04,356.18,294.82,355.284,355815672,0,90,21200727,4,4
Mithril,MITH,0.0419,-43.71,-83.86,-93.45,23.83,12.09,569.317,1000000000,75,84,3615587,10,10
DAOstack,GEN,0.1972,278.43,84.98,13.25,8.14,47.51,41.255,60000000,75,52,14810,9,9
wys Token,WYS,0.0261,211.78,145.25,145.25,0,315.65,0,102340100,100,51,81,7,7
Unikoin Gold,UKG,0.028,17.04,-61.5,-69.08,4.02,117.08,143.322,1000000000,75,40,52765,15,15
Clipper Coin,CCCX,0.0156,3987,1887,172.3,58.84,88.99,3.776,5000000000,75,70,24574,7,7
VeriCoin,VRC,0.1208,51.35,9.12,-61.74,3.83,334.63,31.708,31707592,0,51,38969,57,57
Yee,YEE,0.0023,24.74,-43.96,-81.81,3.2,877.8,1.365,10000000000,75,70,263254,13,13
Rate3,RTE,0.0023,67.75,-53.6,-87,2.04,405.79,889.382,1000000000,75,67,224489,7,7
Tokenomy,TEN,0.0505,-37.47,-68.17,-77.81,10.09,350.96,200,200000000,75,83,561707,11,11
Experience Points,XP,9.93E-06,3.06,-24.75,-83.83,2.73,7.45,274.517,3.09E+11,0,66,6720,29,29
Unibright,UBT,0.0243,13.39,-14.88,-28.6,3.43,699.69,140.984,150000000,100,70,181744,9,9
